Kingdom	ScientificName	ChineseName	Comment	DR22041504P	DR22041505P	DR22041506P	DR22041507C	DR22041508C	DR22041509B	DR22041510B	DR22041511B	DR22041512E	DR22041513E	DR22041514P	DR22041515B	DR22041516B	DR22041517B	DR22041518P	DR22041519P	DR22041520P	DR22041521P	DRzknc590	DRzknc591	DRzknc592
-	Type	-	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA
Bacteria	Brevundimonas diminuta	缺陷短波单胞菌	5/21	402.33	0	0	420.92	163.38	0	0	0	0	231.88	0	0	0	0	0	235.63	0	0	0	0	0
Bacteria	Pseudomonas amygdali	扁桃假单胞菌	5/21	245.87	0	0	338.5	393.6	0	0	0	0	237.83	0	0	0	0	0	168.3	0	0	0	0	0
Bacteria	Alteribacter natronophilus	芽胞杆菌属*	1/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28580.95	0	0	0
Bacteria	Pseudomonas pelagia	海假单胞菌	4/21	201.17	0	0	329.67	267.35	0	0	0	0	276.47	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Ralstonia insidiosa	危险罗尔斯顿菌	8/21	312.93	321.53	0	164.83	222.79	0	0	2114.16	0	309.18	0	1655.63	0	0	0	605.9	0	0	0	0	0
Bacteria	Pseudomonas lalkuanensis	假单胞菌属*	3/21	0	0	0	350.27	0	0	0	0	0	309.18	0	0	0	0	0	269.29	0	0	0	0	0
Bacteria	Delftia tsuruhatensis	代尔夫特菌属菌	7/21	178.81	53.59	0	55.93	96.54	0	0	0	0	419.17	0	0	0	0	159.91	235.63	0	0	0	0	0
Bacteria	Prevotella nigrescens	黑色普氏菌	5/21	0	0	0	2.94	0	338.16	0	0	0	0	0	0	0	6024.1	0	0	4551.61	83.33	0	0	0
Bacteria	Mycolicibacterium moriokaense	-	1/21	0	0	0	0	0	0	0	0	0	460.79	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Staphylococcus capitis	头状葡萄球菌	9/21	759.96	910.99	0	52.98	163.38	4.0	0	2114.16	0	300.26	0	0	0	0	79.96	370.27	0	0	0	0	0
Bacteria	Veillonella infantium	韦荣菌属*	5/21	0	0	0	0	0	588.29	6349.21	0	0	4.46	0	0	0	388.65	0	0	0	333.31	0	0	0
Bacteria	Bacteroides graminisolvens	拟杆菌属*	9/21	134.11	107.18	0	238.42	51.99	0	0	2114.16	0	289.85	0	0	0	0	479.73	100.98	0	0	0	0	567.54
Bacteria	Prevotella maculosa	小斑点普雷沃氏菌	5/21	22.35	0	0	0	0	96.05	0	0	0	141.21	0	0	0	1457.44	0	0	7802.76	0	0	0	0
Bacteria	Pseudomonas balearica	巴利阿里假单胞菌	5/21	201.17	0	0	294.35	267.35	0	0	0	74.01	233.37	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas glycinae	假单胞菌属菌	1/21	0	0	0	0	0	0	0	0	0	447.41	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Fusobacterium periodonticum	牙周梭杆菌	2/21	0	0	0	0	0	570.28	0	0	0	0	0	0	0	1165.95	0	0	0	0	0	0	0
Bacteria	Porphyromonas catoniae	猫卟啉单胞菌	2/21	0	0	0	0	0	560.27	0	0	0	0	0	0	0	1651.77	0	0	0	0	0	0	0
Bacteria	Pseudomonas otitidis	耳炎假单胞菌	4/21	245.87	0	0	247.25	311.91	0	0	0	0	227.42	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Acinetobacter junii	琼氏不动杆菌	11/21	134.11	53.59	0	144.23	690.66	0	0	0	74.01	66.89	1434.72	0	0	0	79.96	437.59	3955.57	0	0	0	1135.07
Bacteria	Comamonas composti	丛毛单胞菌属*	2/21	0	0	0	117.74	0	0	0	0	0	362.69	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas alcaliphila	嗜碱假单胞菌	4/21	223.52	0	0	247.25	207.94	0	0	0	0	239.31	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas azotifigens	固氮假单胞菌	2/21	0	0	0	306.12	0	0	0	0	0	266.07	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cupriavidus necator	真氧产碱杆菌	5/21	312.93	0	0	0	289.63	0	0	0	0	328.5	0	0	0	0	159.91	134.64	0	0	0	0	0
Bacteria	Sphingomonas aurantiaca	橙色硝胺醇单胞菌	5/21	424.69	0	0	208.99	200.51	0	0	0	0	239.31	0	0	0	0	0	0	54.19	0	0	0	0
Bacteria	Ralstonia solanacearum	茄科劳尔氏菌	5/21	178.81	0	0	135.4	230.22	0	0	0	0	285.39	0	1655.63	0	0	0	0	0	0	0	0	0
Bacteria	Fusobacterium pseudoperiodonticum	细梭菌属*	2/21	0	0	0	0	0	546.27	0	0	0	0	0	0	0	97.16	0	0	0	0	0	0	0
Bacteria	Actinomyces naeslundii	内氏放线菌	5/21	0	0	0	20.6	7.43	300.15	0	0	0	13.38	0	0	0	0	0	0	0	8832.6	0	0	0
Bacteria	Pseudomonas savastanoi	萨氏假单胞菌	4/21	245.87	0	0	220.76	289.63	0	0	0	0	218.5	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Prevotella intermedia	中间普雷沃菌	4/21	0	0	0	0	7.43	134.07	0	0	0	0	0	0	0	4178.0	0	0	8507.18	0	0	0	0
Bacteria	Neisseria polysaccharea	多糖奈瑟球菌	2/21	0	0	0	0	0	478.23	0	0	0	0	0	0	0	2817.72	0	0	0	0	0	0	0
Bacteria	Neisseria gonorrhoeae	淋病奈瑟球菌	6/21	0	0	0	0	0	478.23	0	0	0	1.49	0	0	0	1943.26	0	100.98	54.19	166.65	0	0	0
Bacteria	Pseudomonas daroniae	假单胞菌属*	3/21	0	0	0	288.46	274.78	0	0	0	0	187.29	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas mendocina	门多萨假单胞菌	4/21	223.52	0	0	185.44	282.2	0	0	0	0	219.99	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Shewanella decolorationis	脱色希瓦氏菌	5/21	111.76	53.59	0	35.32	44.56	0	0	0	0	347.82	0	0	0	0	0	0	0	0	0	0	0
Eukaryota:Fungi	Cutaneotrichosporon curvatum	-	7/21	335.28	53.59	0	61.81	519.85	0	0	0	0	188.78	0	0	0	0	79.96	774.2	0	0	0	0	0
Bacteria	Alcaligenes faecalis	粪产碱菌	8/21	290.57	160.76	0	123.63	297.06	0	0	0	0	222.96	0	0	0	0	79.96	201.97	0	0	0	0	567.54
Bacteria	Achromobacter xylosoxidans	木糖氧化无色杆菌	7/21	312.93	0	0	135.4	185.66	0	0	1057.08	0	231.88	0	0	0	0	239.87	336.61	0	0	0	0	0
Bacteria	Pantoea stewartii	斯泰瓦特氏欧文氏菌	9/21	379.98	267.94	0	108.91	230.22	0	0	0	0	218.5	0	0	0	0	239.87	403.93	0	0	0	2212.39	567.54
Bacteria	Sphingomonas yantingensis	盐亭鞘氨醇单胞菌	4/21	379.98	803.82	0	197.21	0	0	0	0	0	222.96	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Achromobacter veterisilvae	无色杆菌属*	3/21	0	0	0	94.19	274.78	0	0	0	0	261.61	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Veillonella tobetsuensis	韦荣球菌属菌	3/21	0	0	0	0	0	386.19	9523.81	0	0	0	0	0	0	4760.98	0	0	0	0	0	0	0
Bacteria	Capnocytophaga granulosa	颗粒嗜二氧化碳噬细胞菌	6/21	0	0	0	5.89	7.43	370.18	0	0	0	0	0	0	0	3012.05	0	0	596.04	1083.24	0	0	0
Bacteria	Cutibacterium namnetense	-	5/21	1586.98	267.94	0	47.1	81.69	0	0	0	0	208.1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Campylobacter showae	昭和弯曲菌	4/21	22.35	0	0	0	0	470.23	0	0	0	0	0	0	0	194.33	0	0	0	333.31	0	0	0
Bacteria	[Propionibacterium] humerusii	-	7/21	312.93	107.18	0	64.76	1024.85	0	0	0	0	87.7	0	0	0	0	399.78	67.32	0	0	0	0	0
Bacteria	[Eubacterium] sulci	沟真杆菌	3/21	0	0	0	0	0	474.23	0	0	0	0	0	0	2347.42	291.49	0	0	0	0	0	0	0
Bacteria	Pseudomonas saxonica	假单胞菌属*	1/21	0	0	0	0	0	0	0	0	0	356.74	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Acinetobacter towneri	汤氏不动杆菌	5/21	44.7	53.59	0	11.77	81.69	0	0	0	0	328.5	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas pokkalii	鞘氨醇单胞菌属*	5/21	0	321.53	0	123.63	193.09	0	0	0	0	222.96	0	0	0	0	0	504.91	0	0	0	0	0
Bacteria	Haemophilus influenzae	流感嗜血杆菌	7/21	44.7	0	0	29.43	51.99	380.18	0	0	148.02	34.19	0	0	11737.09	0	0	0	0	0	0	0	0
Bacteria	Prevotella shahii	普雷沃菌属菌	3/21	0	0	0	0	0	118.06	0	0	0	4.46	0	0	0	16906.34	0	0	0	0	0	0	0
Bacteria	Leptotrichia shahii	沙氏纤毛菌	1/21	0	0	0	0	0	472.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas populi	鞘氨醇单胞菌属*	7/21	312.93	964.58	0	132.46	178.23	0	0	0	0	176.88	0	0	2347.42	0	0	437.59	0	0	0	0	0
Bacteria	Comamonas odontotermitis	丛毛单胞菌属*	3/21	223.52	0	0	0	319.34	0	0	0	0	269.04	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Prevotella oulorum	龈炎普雷沃氏菌	6/21	0	0	0	2.94	0	230.11	6349.21	0	0	0	0	0	0	9910.61	0	0	325.12	583.28	0	0	0
Bacteria	Xanthomonas hortorum	黄单胞菌属菌	6/21	245.87	589.46	0	141.29	170.81	0	0	0	0	203.64	0	0	0	0	159.91	0	0	0	0	0	0
Bacteria	Pseudomonas mosselii	摩氏假单胞菌	2/21	0	0	0	0	0	0	0	0	0	340.39	0	0	0	0	239.87	0	0	0	0	0	0
Bacteria	Sphingomonas ursincola	伴熊鞘氨醇单胞菌	6/21	223.52	0	2247.19	70.64	111.4	0	0	0	0	258.64	0	0	0	0	0	269.29	0	0	0	0	0
Bacteria	Mycolicibacterium rhodesiae	罗得西亚分枝杆菌	1/21	0	0	0	0	0	0	0	0	0	344.85	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas aerophila	鞘氨醇单胞菌属*	3/21	0	0	0	161.89	215.37	0	0	0	0	215.53	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Lactococcus lactis	乳酸乳球菌	4/21	44.7	0	0	0	7.43	0	0	0	0	334.44	0	0	0	0	0	0	0	83.33	0	0	0
Eukaryota:Fungi	Trematosphaeria pertusa	穿孔陷球壳菌	1/21	0	0	0	0	0	0	0	0	0	340.39	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Staphylococcus epidermidis	表皮葡萄球菌	12/21	469.39	428.7	0	58.87	118.82	12.01	3174.6	5285.41	74.01	196.21	0	0	0	0	239.87	168.3	0	0	0	0	4540.3
Bacteria	Streptococcus intermedius	中间链球菌	2/21	0	0	0	0	0	446.22	0	0	0	0	0	0	0	194.33	0	0	0	0	0	0	0
Eukaryota:Parasite	Echinococcus canadensis	棘球绦虫	1/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18665.11	0	0	0
Bacteria	Pandoraea pnomenusa	肺炎潘多拉菌	6/21	134.11	0	0	129.51	252.5	0	0	0	0	197.69	0	0	0	0	239.87	0	0	0	0	3318.58	0
Bacteria	Sphingomonas alpina	鞘氨醇单胞菌属*	7/21	268.22	696.64	0	135.4	51.99	0	0	0	0	185.8	0	0	0	0	639.64	403.93	0	0	0	0	0
Bacteria	Streptococcus anginosus	咽峡炎链球菌	4/21	0	0	0	0	7.43	434.21	0	0	0	1.49	0	0	0	194.33	0	0	0	0	0	0	0
Bacteria	Aggregatibacter aphrophilus	嗜沫凝聚杆菌	2/21	0	0	0	0	0	434.21	0	0	0	0	0	0	0	388.65	0	0	0	0	0	0	0
Bacteria	Rhodococcus fascians	束红球菌	5/21	44.7	53.59	0	108.91	96.54	0	0	0	0	249.72	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cupriavidus malaysiensis	贪铜菌属菌	4/21	0	0	0	94.19	207.94	0	0	0	0	225.94	0	0	0	0	0	269.29	0	0	0	0	0
Bacteria	Sphingomonas azotifigens	固氮鞘氨醇单胞菌	4/21	335.28	0	0	97.13	0	0	0	0	0	236.34	0	0	0	0	0	437.59	0	0	0	0	0
Bacteria	Pseudomonas pohangensis	浦项假单胞菌	4/21	178.81	0	0	188.38	0	0	0	0	0	211.07	0	0	0	0	0	168.3	0	0	0	0	0
Bacteria	Sphingomonas trueperi	楚氏鞘氨醇单胞菌	3/21	0	0	0	170.72	0	0	0	0	0	219.99	0	0	0	0	0	437.59	0	0	0	0	0
Bacteria	Actinomyces culturomici	放线菌属*	1/21	0	0	0	0	0	432.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Burkholderia gladioli	唐菖蒲伯克氏菌	5/21	201.17	107.18	0	97.13	170.81	0	0	0	0	221.48	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas bacterium	鞘氨醇单胞菌属*	5/21	357.63	0	0	141.29	111.4	0	0	0	0	188.78	0	0	0	0	0	302.95	0	0	0	0	0
Bacteria	Cupriavidus campinensis	贪铜菌属*	6/21	89.41	53.59	0	100.08	230.22	0	0	0	0	206.61	0	0	0	0	0	168.3	0	0	0	0	0
Bacteria	Fusobacterium naviforme	舟形梭杆菌	2/21	0	0	0	0	0	420.2	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas piscis	丛毛单胞菌属*	3/21	0	0	0	103.02	200.51	0	0	0	0	219.99	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bordetella ansorpii	鲍特菌属菌	4/21	178.81	0	0	85.36	155.96	0	0	0	0	224.45	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas litoralis	海滨假单胞菌	5/21	178.81	0	0	153.06	193.09	0	0	0	0	172.42	0	0	0	0	0	67.32	0	0	0	0	0
Bacteria	Pseudomonas knackmussii	克氏假单胞菌	2/21	0	0	0	0	341.62	0	0	0	0	231.88	0	0	0	0	0	0	0	0	0	0	0
Eukaryota:Fungi	Candida dubliniensis	都柏林念珠菌	2/21	0	0	0	0	0	0	0	0	0	0	0	1655.63	0	0	0	0	0	16665.28	0	0	0
Bacteria	Mycobacterium paragordonae	副戈登分枝杆菌	5/21	0	0	0	8.83	7.43	0	0	0	0	289.85	0	0	0	0	79.96	33.66	0	0	0	0	0
Bacteria	Sphingomonas hengshuiensis	鞘氨醇单胞菌属*	6/21	379.98	0	0	94.19	103.97	0	0	0	0	172.42	0	0	0	0	479.73	538.58	0	0	0	0	0
Bacteria	Sphingomonas faeni	干草鞘氨醇单胞菌	2/21	0	0	0	153.06	0	0	0	0	0	217.02	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Eikenella corrodens	啮蚀艾肯氏菌	3/21	0	0	0	0	0	384.19	3174.6	0	0	0	0	0	0	485.81	0	0	0	0	0	0	0
Bacteria	Tannerella forsythia	福赛斯坦纳菌	5/21	0	0	0	0	0	294.14	3174.6	0	0	0	0	1655.63	0	3303.54	0	0	650.23	0	0	0	0
Bacteria	Sphingomonas spermidinifaciens	鞘氨醇单胞菌属*	5/21	245.87	643.05	0	120.68	0	0	0	0	0	193.23	0	0	0	0	0	0	0	0	0	1106.19	0
Bacteria	Brevibacterium casei	乳酪短杆菌	4/21	961.13	0	0	5.89	1039.7	0	0	0	0	11.89	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas bauzanensis	假单胞菌属*	3/21	0	0	0	208.99	215.37	0	0	0	0	136.75	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas panacis	泛神经鞘氨醇单胞菌	6/21	312.93	0	0	114.8	89.12	0	0	0	0	166.48	0	0	0	0	0	471.25	0	0	0	0	567.54
Bacteria	Oribacterium asaccharolyticum	-	3/21	0	0	0	0	0	306.15	0	0	0	0	0	0	2347.42	3497.86	0	0	0	0	0	0	0
Bacteria	Afipia massiliensis	马赛阿菲波菌	3/21	0	0	0	0	178.23	0	0	0	0	237.83	0	0	0	0	0	100.98	0	0	0	0	0
Bacteria	Legionella waltersii	沃氏军团菌	1/21	0	0	0	0	0	0	0	0	0	277.96	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Granulicatella elegans	苛养颗粒链菌	2/21	0	0	0	0	0	292.14	0	0	0	0	0	0	0	0	0	0	2167.43	0	0	0	0
Bacteria	Pseudomonas borbori	淤泥假单胞菌	2/21	0	0	0	0	363.9	0	0	0	0	203.64	0	0	0	0	0	0	0	0	0	0	0
Viruses	Small anellovirus 2	小指环病毒2	1/21	0	0	0	0	0	0	0	0	0	0	0	0	436619.72	0	0	0	0	0	0	0	0
Bacteria	Micrococcus endophyticus	微球菌属*	6/21	22.35	0	2247.19	14.72	1299.63	0	0	0	0	2.97	0	0	0	0	0	67.32	0	0	0	0	0
Bacteria	Pseudomonas sabulinigri	黑沙假单胞菌	5/21	44.7	0	0	188.38	178.23	0	0	0	0	133.78	0	0	0	0	0	67.32	0	0	0	0	0
Bacteria	Streptococcus suis	猪链球菌	2/21	0	0	0	0	0	346.17	0	0	0	11.89	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudoleptotrichia goodfellowii	细小纤毛菌	3/21	0	0	0	0	0	286.14	0	0	0	49.05	0	0	0	291.49	0	0	0	0	0	0	0
Bacteria	Pandoraea sputorum	痰潘多拉菌	4/21	0	0	0	0	200.51	42.02	0	0	0	185.8	0	0	0	0	0	201.97	0	0	0	0	0
Bacteria	Vibrio cholerae	霍乱弧菌	6/21	111.76	0	0	111.85	163.38	48.02	0	0	0	130.81	0	0	0	0	79.96	0	0	0	0	0	0
Bacteria	Afipia birgiae	伯氏阿菲波菌	4/21	0	0	0	50.04	148.53	0	0	0	0	203.64	0	0	0	0	0	134.64	0	0	0	0	0
Bacteria	Bacillus cereus group	蜡状芽胞杆菌类群	11/21	-	-	-	-	-	-	-	0	0	-	-	0	0	0	-	-	0	0	0	0	0
Bacteria	Brucella anthropi	人苍白杆菌	5/21	22.35	0	0	447.41	51.99	0	0	0	0	22.3	0	0	0	0	79.96	0	0	0	0	0	0
Bacteria	Staphylococcus aureus	金黄色葡萄球菌	4/21	0	0	0	23.55	66.84	252.12	0	0	0	49.05	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bordetella genomosp. 13	鲍特菌属菌	2/21	0	0	0	0	178.23	0	0	0	0	219.99	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Prevotella denticola	栖牙普雷沃菌	4/21	0	0	0	0	0	152.07	0	0	0	0	0	0	0	388.65	0	0	4009.75	1416.55	0	0	0
Eukaryota:Fungi	Malassezia globosa	球形马拉色菌	7/21	134.11	535.88	0	76.53	594.12	0	0	0	0	60.94	0	0	0	0	79.96	201.97	0	0	0	0	0
Bacteria	Pseudomonas atacamensis	假单胞菌属*	2/21	0	0	0	0	274.78	0	0	0	0	194.72	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Shewanella oneidensis	奥奈达湖希瓦氏菌	4/21	89.41	0	0	17.66	59.41	0	0	0	0	222.96	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Slackia exigua	弱生斯奈克氏菌	3/21	0	0	0	0	0	314.15	3174.6	0	0	0	0	0	0	0	0	0	433.49	0	0	0	0
Bacteria	Methylorubrum thiocyanatum	-	4/21	0	107.18	0	14.72	7.43	0	0	0	0	233.37	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas chloritidismutans	裂解亚氯酸假单胞菌	7/21	134.11	0	2247.19	67.7	185.66	0	0	0	0	145.67	0	0	0	680.14	0	134.64	0	0	0	0	0
Bacteria	Pseudomonas argentinensis	阿根廷假单胞菌	3/21	0	0	0	226.65	0	0	0	0	0	120.4	0	0	0	0	0	201.97	0	0	0	0	0
Bacteria	Streptococcus vestibularis	前庭链球菌	1/21	0	0	0	0	0	324.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Xanthomonas vesicatoria	疱病黄单胞菌	8/21	134.11	428.7	0	82.42	126.25	0	0	0	0	138.24	1434.72	0	0	0	159.91	201.97	0	0	0	0	0
Bacteria	Neisseria bergeri	奈瑟菌属*	2/21	0	0	0	0	0	286.14	0	0	0	0	0	0	0	1651.77	0	0	0	0	0	0	0
Bacteria	Dietzia maris	海洋迪茨菌	4/21	0	0	0	29.43	96.54	0	0	0	0	200.67	0	0	0	0	0	67.32	0	0	0	0	0
Bacteria	Sphingomonas desiccabilis	可干鞘氨醇单胞菌	4/21	290.57	0	0	94.19	111.4	0	0	0	0	147.16	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Olsenella uli	树胶欧尔森氏菌	4/21	0	0	0	5.89	0	294.14	0	0	0	10.4	0	0	0	291.49	0	0	0	0	0	0	0
Bacteria	Pseudomonas panipatensis	帕尼帕特假单胞菌	1/21	0	0	0	0	0	0	0	0	0	234.85	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas asaccharolytica	不解糖鞘氨醇单胞菌	3/21	312.93	0	0	111.85	0	0	0	0	0	157.56	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Burkholderia multivorans	多噬伯克氏菌	6/21	44.7	0	0	26.49	74.26	0	0	0	0	156.07	0	0	0	2817.72	0	0	0	0	0	1106.19	0
Bacteria	Rothia kristinae	罗氏菌属*	5/21	0	0	0	0	37.13	34.02	0	0	0	10.4	0	0	0	0	0	33.66	0	10415.8	0	0	0
Bacteria	Sphingomonas oligoaromativorans	寡噬香鞘氨醇单胞菌	4/21	0	0	0	132.46	133.68	0	0	0	0	129.32	0	0	0	0	0	168.3	0	0	0	0	0
Bacteria	Photobacterium damselae	美人鱼发光杆菌	8/21	178.81	0	0	85.36	222.79	8.0	0	0	74.01	115.94	1434.72	0	0	0	0	100.98	0	0	0	0	0
Bacteria	Streptococcus halitosis	链球菌属*	3/21	0	0	0	0	0	294.14	0	0	0	0	0	0	0	291.49	0	0	0	249.98	0	0	0
Bacteria	Gardnerella vaginalis	阴道加德纳菌	4/21	0	0	0	2.94	148.53	0	0	0	0	5.95	0	0	0	0	0	0	0	10665.78	0	0	0
Bacteria	Sphingomonas glacialis	鞘氨醇单胞菌属*	3/21	447.04	0	0	0	0	0	0	0	0	179.86	0	0	0	0	0	370.27	0	0	0	0	0
Eukaryota:Fungi	Diutina rugosa	-	3/21	0	0	0	338.5	74.26	0	0	0	0	38.65	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas furukawaii	假单胞菌属菌	2/21	312.93	0	0	403.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses	Human papillomavirus type 18	人乳头瘤病毒18型	3/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115183.25	54203.54	44835.41
Bacteria	Eikenella halliae	艾肯菌属*	1/21	0	0	0	0	0	298.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas jatrophae	鞘氨醇单胞菌属*	4/21	0	0	0	88.3	103.97	0	0	0	0	147.16	0	0	0	0	0	168.3	0	0	0	0	0
Bacteria	Bordetella genomosp. 11	博德氏杆菌	2/21	0	160.76	0	0	0	0	0	0	0	215.53	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Acinetobacter lwoffii	鲁氏不动杆菌	8/21	134.11	0	0	44.15	415.88	0	0	1057.08	0	98.1	1434.72	0	0	0	0	33.66	0	0	0	1106.19	0
Bacteria	Afipia clevelandensis	克利夫兰阿菲波菌	1/21	0	0	0	0	0	0	0	0	0	217.02	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas montanisoli	鞘氨醇单胞菌属*	3/21	0	0	0	105.97	111.4	0	0	0	0	141.21	0	0	0	0	0	0	0	0	0	0	0
Eukaryota:Parasite	Fasciola hepatica	肝片形吸虫	2/21	0	0	0	144.23	0	0	0	0	0	144.18	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Aliarcobacter cryaerophilus	嗜低温弓形杆菌	6/21	134.11	53.59	0	5.89	22.28	0	0	1057.08	0	197.69	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Haemophilus pittmaniae	皮氏嗜血杆菌	2/21	0	0	0	0	0	280.14	0	0	0	5.95	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Roseomonas mucosa	黏液玫瑰单胞菌	5/21	111.76	0	0	47.1	44.56	0	0	1057.08	0	172.42	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Citrobacter amalonaticus	无丙二酸柠檬酸杆菌	5/21	134.11	0	0	50.04	170.81	0	0	0	0	142.7	0	0	0	0	159.91	0	0	0	0	0	0
Bacteria	Sphingomonas mali	苹果鞘氨醇单胞菌	2/21	0	0	0	126.57	0	0	0	0	0	150.13	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Streptococcus thermophilus	嗜热链球菌	2/21	0	0	0	0	0	224.11	0	0	0	46.08	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Veillonella nakazawae	韦荣菌属*	4/21	0	0	0	0	0	260.13	3174.6	0	0	0	0	0	0	485.81	0	0	0	499.96	0	0	0
Bacteria	Prevotella histicola	栖组织普雷沃氏菌	4/21	0	0	0	0	0	188.09	0	0	0	0	0	0	0	1943.26	0	0	1192.09	499.96	0	0	0
Bacteria	Sphingomonas fennica	芬兰鞘氨醇单胞菌	2/21	0	0	0	85.36	0	0	0	0	0	167.97	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Veillonella dispar	殊异韦荣球菌	5/21	0	0	0	0	0	260.13	3174.6	0	0	0	0	0	4694.84	485.81	0	0	0	166.65	0	0	0
Bacteria	Sphingomonas gilva	鞘氨醇单胞菌属*	3/21	0	0	0	100.08	118.82	0	0	0	0	133.78	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pandoraea pulmonicola	居肺潘多拉菌	2/21	0	0	0	47.1	0	0	0	0	0	182.83	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas massiliensis	假单胞菌属*	1/21	0	0	0	409.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas xiamenensis	厦门假单胞菌	5/21	89.41	0	0	88.3	118.82	0	0	0	0	123.37	0	0	0	0	0	134.64	0	0	0	0	0
Bacteria	Streptococcus sinensis	中华链球菌	3/21	0	0	0	0	0	264.13	0	0	0	0	0	0	0	291.49	0	0	54.19	0	0	0	0
Viruses	TT virus sle	细环病毒	1/21	3039.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Paenibacillus azotifigens	类芽孢杆菌属*	1/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11332.39	0	0	0
Bacteria	Sphingomonas dokdonensis	独岛鞘氨醇单胞菌	2/21	201.17	0	0	0	0	0	0	0	0	187.29	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pandoraea norimbergensis	纽伦堡潘多拉菌	3/21	0	0	0	0	163.38	0	0	0	0	157.56	0	0	0	0	0	201.97	0	0	0	0	0
Bacteria	Cardiobacterium valvarum	瓣膜心杆菌	1/21	0	0	0	0	0	266.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bordetella petrii	博德特氏菌	2/21	0	0	0	58.87	0	0	0	0	0	167.97	0	0	0	0	0	0	0	0	0	0	0
