Kingdom	ScientificName	ChineseName	Comment	DR22041504P	DR22041505P	DR22041506P	DR22041507C	DR22041508C	DR22041509B	DR22041510B	DR22041511B	DR22041512E	DR22041513E	DR22041514P	DR22041515B	DR22041516B	DR22041517B	DR22041518P	DR22041519P	DR22041520P	DR22041521P	DRzknc590	DRzknc591	DRzknc592
-	-	Type	-	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA	DNA
Bacteria	Oribacterium parvum	-	3/21	0	0	0	0	0	755	0	0	0	0	0	0	3	462	0	0	0	0	0	0	0
Bacteria	Pseudomonas viridiflava	绿黄假单胞菌	4/21	40	0	0	389	171	0	0	0	0	620	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas graminis	草假单胞菌	5/21	32	0	0	383	155	0	0	0	0	578	0	0	0	0	0	28	0	0	0	0	0
Bacteria	Pseudomonas parafulva	副黄假单胞菌	5/21	26	0	0	416	131	0	0	0	0	574	0	0	0	0	0	16	0	0	0	0	0
Bacteria	Streptococcus australis	澳大利亚链球菌	2/21	0	0	0	0	0	1158	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria	Pseudomonas reinekei	瑞士假单胞菌	4/21	34	0	0	439	132	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas pituitosa	粘液鞘氨醇单胞菌	9/21	86	51	3	277	97	0	0	0	0	540	0	0	0	0	31	56	0	0	0	0	2
Bacteria	Lactobacillus selangorensis	乳杆菌	7/21	28	0	0	386	150	7	0	0	0	539	0	0	0	0	5	26	0	0	0	0	0
Bacteria	Pseudomonas alcaligenes	产碱假单胞菌	4/21	0	0	0	388	139	0	0	0	0	583	0	0	0	0	0	22	0	0	0	0	0
Bacteria	Aeromonas caviae	豚鼠气单胞菌	7/21	24	2	0	78	64	0	0	0	0	930	0	0	0	0	3	0	0	0	0	0	2
Bacteria	Pseudomonas agarici	伞菌假单胞菌	4/21	0	0	0	435	129	0	0	0	0	528	0	0	0	0	0	11	0	0	0	0	0
Bacteria	Methylobacterium symbioticum	甲基杆菌属*	5/21	2	0	0	7	7	0	0	0	0	1072	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Streptococcus cristatus	嵴链球菌	5/21	0	0	0	5	0	1075	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0
Bacteria	Pseudomonas lundensis	隆德假单胞菌	6/21	23	7	0	353	127	0	0	0	0	557	0	0	0	0	8	0	0	0	0	0	0
Bacteria	Burkholderia cepacia complex	洋葱伯克霍尔德菌复合群	14/21	34	16	0	226	97	10	0	2	0	597	1	1	0	29	32	13	0	0	0	2	3
Bacteria	Pseudomonas huaxiensis	假单胞菌属*	3/21	0	0	0	377	117	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas taeanensis	假单胞菌属*	6/21	36	6	0	394	113	0	0	0	0	469	0	0	0	0	0	18	0	0	0	0	0
Bacteria	Pseudomonas kilonensis	基尔假单胞菌	9/21	19	3	2	409	134	2	0	1	0	423	0	0	0	0	0	28	0	0	0	0	0
Bacteria	Pseudomonas laurylsulfativorans	假单胞菌属*	4/21	20	0	0	374	117	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Schaalia meyeri	麦氏放线菌	2/21	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Bacteria	Pseudomonas koreensis	韩国假单胞菌	2/21	0	0	0	445	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas granuli	丛毛单胞菌属*	4/21	0	0	0	119	173	0	0	0	0	658	0	0	0	0	0	25	0	0	0	0	0
Bacteria	Mycobacterium gordonae	戈登氏分枝杆菌	3/21	0	0	0	171	8	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Haemophilus parahaemolyticus	副溶血嗜血杆菌	2/21	0	0	0	0	0	969	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas baetica	贝提卡假单胞菌	2/21	0	0	0	382	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinomyces oris	口腔放线菌	3/21	0	0	0	0	1	906	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
Bacteria	Streptococcus porci	链球菌属*	1/21	0	0	0	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium durans	甲基杆菌属*	3/21	0	0	0	11	0	0	0	0	0	929	0	0	0	0	2	0	0	0	0	0	0
Bacteria	Pseudomonas versuta	假单胞菌属菌	4/21	0	0	0	338	128	0	0	0	0	458	0	0	0	0	0	18	0	0	0	0	0
Bacteria	Pseudomonas deceptionensis	假单胞菌属*	4/21	26	0	0	383	119	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas mediterranea	地中海假单胞菌	2/21	0	0	0	425	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas abietaniphila	嗜松香烷假单胞菌	6/21	21	0	0	331	116	0	0	0	0	433	0	0	0	0	5	21	0	0	0	0	0
Bacteria	Pseudomonas caspiana	假单胞菌属*	4/21	19	0	0	333	110	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas weihenstephanensis	假单胞菌属*	5/21	27	0	0	355	128	0	0	0	0	391	0	0	0	0	0	11	0	0	0	0	0
Bacteria	Parvimonas micra	微小微单胞菌	1/21	0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Prevotella jejuni	空肠普雷沃菌	6/21	0	0	0	0	0	643	7	0	0	1	0	0	0	67	0	0	167	9	0	0	0
Bacteria	Acinetobacter johnsonii	约翰逊不动杆菌	10/21	27	8	0	105	87	1	0	0	0	619	21	0	0	0	1	13	0	0	0	0	1
Bacteria	Streptococcus anginosus group	咽峡炎链球菌群	5/21	0	0	0	3	2	855	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0
Bacteria	Neisseria cinerea	灰色奈瑟菌	3/21	0	0	0	0	0	801	0	0	0	1	0	0	0	56	0	0	0	0	0	0	0
Bacteria	Pseudomonas typographi	假单胞菌属*	6/21	18	0	0	270	92	0	0	0	0	461	0	0	1	0	0	15	0	0	0	0	0
Bacteria	Aggregatibacter segnis	惰性凝聚杆菌	2/21	0	0	0	0	0	852	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Stenotrophomonas maltophilia	嗜麦芽寡养单胞菌	10/21	10	0	0	359	41	1	0	1	0	413	0	8	0	0	0	15	0	0	1	0	1
Bacteria	Pseudomonas taetrolens	腐臭假单胞菌	5/21	18	0	0	275	98	0	0	0	0	457	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Cupriavidus gilardii	吉氏贪铜菌	9/21	29	4	0	98	109	2	0	0	0	568	1	0	0	0	1	11	0	0	0	0	0
Bacteria	Streptococcus gwangjuense	链球菌属*	4/21	5	0	0	0	0	788	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0
Bacteria	Sphingomonas phyllosphaerae	叶球鞘氨醇单胞菌	11/21	57	32	0	162	72	3	0	0	1	420	1	0	0	0	20	36	0	0	0	0	3
Bacteria	Pseudomonas jessenii	杰氏假单胞菌	3/21	0	0	0	291	99	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium platani	悬铃木甲基杆菌	7/21	28	23	0	70	23	0	0	0	0	620	0	0	0	0	10	19	0	0	0	0	0
Bacteria	Methylobacterium haplocladii	甲基杆菌属*	1/21	0	0	0	0	0	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas aquatica	水生丛毛单胞菌	9/21	32	9	0	96	128	4	1	0	0	493	0	0	0	0	4	17	0	0	0	0	0
Bacteria	Pseudomonas thermotolerans	耐热假单胞菌	7/21	17	4	1	320	110	0	1	0	0	331	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas lini	亚麻假单胞菌	2/21	0	0	0	348	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas laurylsulfatiphila	假单胞菌属*	2/21	0	0	0	325	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium currus	甲基杆菌属菌	11/21	25	20	1	96	36	0	0	2	0	563	0	0	0	0	13	15	0	0	0	1	2
Bacteria	Pseudomonas edaphica	假单胞菌属*	3/21	0	0	0	243	87	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium aquaticum	水甲杆菌	8/21	38	24	1	77	37	0	0	0	0	567	0	0	0	0	5	20	0	0	0	0	0
Bacteria	Clostridium tunisiense	芽胞梭菌属*	6/21	16	0	0	280	109	0	0	0	0	339	0	0	0	0	3	18	0	0	0	0	0
Bacteria	Methylobacterium crusticola	甲基杆菌属*	2/21	0	0	0	0	0	0	0	0	0	761	0	0	0	0	4	0	0	0	0	0	0
Bacteria	Methylobacterium oxalidis	甲基杆菌属*	1/21	0	0	0	0	0	0	0	0	0	763	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas cichorii	菊苣叶斑病假单胞菌	3/21	0	0	0	273	82	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium segetis	甲基杆菌属*	2/21	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Comamonas testosteroni	睾丸酮丛毛单胞菌	7/21	22	6	0	83	126	0	0	0	0	499	0	0	0	0	5	10	0	0	0	0	0
Bacteria	Comamonas badia	丛毛单胞菌属*	7/21	37	14	0	102	91	0	0	0	0	460	0	0	0	0	13	19	0	0	0	0	0
Bacteria	Methylobacterium bullatum	甲基杆菌属*	5/21	0	2	0	8	5	1	0	0	0	712	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Neisseria macacae	恒河猴奈瑟氏球菌	3/21	0	0	0	0	0	685	0	0	0	0	0	0	0	19	0	0	0	24	0	0	0
Bacteria	Pseudomonas alkylphenolica	假单胞菌属菌	5/21	23	0	0	242	104	0	0	0	0	352	0	0	0	0	0	7	0	0	0	0	0
Bacteria	Methylobacterium nodulans	结瘤甲基杆菌	4/21	0	0	0	14	0	0	0	0	1	709	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Corynebacterium durum	硬质小麦棒杆菌	5/21	1	0	0	0	0	546	0	0	0	158	0	0	0	0	0	2	0	9	0	0	0
Bacteria	Pseudomonas japonica	日本假单胞菌	4/21	0	0	0	243	91	0	0	0	0	367	0	0	0	0	0	9	0	0	0	0	0
Bacteria	Methylobacterium fujisawaense	藤泽甲基杆菌	4/21	0	0	0	2	3	0	0	1	0	703	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas serinivorans	丛毛单胞菌属菌	8/21	0	4	0	76	96	4	0	0	0	505	0	0	0	0	5	7	0	0	0	0	2
Bacteria	Parabacteroides chartae	-	8/21	10	3	0	75	35	0	0	0	0	556	0	0	0	0	11	4	0	0	0	0	2
Eukaryota:Fungi	Aspergillus cristatus	冠突曲霉	6/21	2	3	0	526	156	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Methylorubrum rhodinum	-	2/21	0	0	0	23	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas kribbensis	假单胞菌	4/21	16	0	0	300	0	0	0	0	1	368	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas kerstersii	凯斯特丛毛单胞菌	8/21	11	1	0	188	103	0	0	0	1	371	0	0	0	0	1	6	0	0	0	0	0
Bacteria	Pseudomonas ovata	假单胞菌属*	3/21	0	0	0	279	81	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cupriavidus basilensis	巴塞尔贪铜菌	6/21	8	6	0	104	69	0	0	0	0	472	0	0	0	0	0	10	0	0	0	0	0
Bacteria	Acinetobacter bereziniae	贝雷占不动杆菌	9/21	12	2	0	135	69	0	0	0	0	436	0	0	0	0	6	6	0	1	0	0	2
Bacteria	Methylobacterium brachythecii	甲基杆菌属*	1/21	0	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteus faecis	变形杆菌属*	7/21	0	18	0	363	8	0	0	0	0	242	0	0	0	0	7	14	0	0	0	0	1
Bacteria	Sphingomonas jinjuensis	鞘氨醇单胞菌属*	9/21	44	37	0	131	75	0	1	0	0	311	4	0	0	0	11	37	0	0	0	0	0
Bacteria	Capnocytophaga gingivalis	牙龈嗜二氧化碳噬细胞菌	6/21	0	0	0	0	0	416	0	0	0	2	0	0	2	224	0	1	4	0	0	0	0
Bacteria	Methylobacterium phyllosphaerae	甲基杆菌属菌	8/21	1	2	0	5	4	0	0	1	0	629	0	0	0	0	2	2	0	0	0	0	0
Bacteria	Methylorubrum zatmanii	-	1/21	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas taxi	鞘氨醇单胞菌	8/21	32	31	0	120	69	0	0	0	0	344	0	0	0	0	15	26	0	0	0	3	0
Bacteria	Methylobacterium gossipiicola	甲基杆菌属*	2/21	0	0	0	3	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cardiobacterium hominis	人心杆菌	4/21	0	0	0	2	0	606	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0
Bacteria	Prevotella baroniae	拜氏普雷沃氏菌	4/21	0	0	0	0	0	112	0	0	0	0	0	0	0	21	0	0	495	2	0	0	0
Bacteria	Haemophilus haemolyticus	溶血嗜血杆菌	3/21	0	0	0	0	3	608	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas bohemica	假单胞菌属*	2/21	0	0	0	275	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas olei	鞘氨醇单胞菌属*	8/21	42	29	0	135	53	0	0	0	0	308	0	0	0	0	10	38	0	0	0	2	0
Bacteria	Methylobacterium variabile	甲基杆菌	6/21	0	14	0	43	10	0	0	0	0	518	0	0	0	0	10	19	0	0	0	0	0
Bacteria	Methylorubrum salsuginis	-	2/21	0	0	0	0	0	0	0	0	0	605	0	0	0	0	2	0	0	0	0	0	0
Bacteria	Pseudomonas laurentiana	假单胞菌属*	3/21	0	0	0	227	75	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium oryzae	水稻甲基杆菌	5/21	5	0	0	19	6	0	0	0	0	568	0	0	0	0	0	4	0	0	0	0	0
Bacteria	Pseudomonas cremoricolorata	克氏假单胞菌	2/21	0	0	0	250	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas reidholzensis	假单胞菌属*	4/21	19	0	0	203	70	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas wadenswilerensis	假单胞菌属*	2/21	0	0	0	230	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Streptococcus gordonii	格氏链球菌	4/21	0	0	0	1	0	574	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0
Bacteria	Pseudomonas bubulae	假单胞菌属*	7/21	15	0	0	190	70	0	1	0	0	293	0	0	0	0	4	9	0	0	0	0	0
Eukaryota:Fungi	Enterocytozoon bieneusi	比氏肠孢子虫	8/21	11	3	1	215	59	0	0	0	0	278	0	0	0	0	0	8	0	0	0	0	1
Bacteria	Veillonella parvula	小韦荣氏球菌	8/21	0	0	0	4	4	505	3	0	0	2	0	0	1	12	0	0	0	44	0	0	0
Bacteria	Pseudomonas vancouverensis	温哥华假单胞菌	4/21	0	0	0	433	116	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0
Bacteria	Sphingomonas metalli	鞘氨醇单胞菌属*	8/21	46	20	0	121	40	0	0	0	0	296	0	0	0	0	14	31	1	0	0	0	0
Bacteria	Methylorubrum populi	-	7/21	2	0	0	13	5	0	0	0	1	536	0	0	0	0	2	2	0	0	0	0	0
Bacteria	Pseudomonas dryadis	假单胞菌属*	5/21	18	0	0	203	64	0	0	0	0	260	0	0	0	0	0	14	0	0	0	0	0
Bacteria	Streptococcus pseudopneumoniae	假肺炎链球菌	5/21	2	0	0	3	1	536	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria	Pseudomonas donghuensis	假单胞菌属*	3/21	0	0	0	211	69	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium terrae	甲基杆菌属*	8/21	20	16	0	68	20	0	0	0	0	400	0	0	0	0	4	11	0	0	0	0	1
Bacteria	Actinomyces viscosus	粘放线菌	3/21	0	0	0	0	0	511	0	0	0	8	0	0	0	0	0	0	0	18	0	0	0
Eukaryota:Parasite	Taenia solium	猪带绦虫	2/21	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	528	0	0	0
Bacteria	Delftia lacustris	池生戴尔福特菌	8/21	17	3	0	67	82	0	0	0	0	349	0	0	0	0	4	11	0	0	0	0	2
Bacteria	Cupriavidus metallidurans	耐金属贪铜菌	7/21	15	7	0	72	65	0	0	0	0	360	0	0	0	3	0	9	0	0	0	0	0
Bacteria	Fusobacterium nucleatum	具核梭杆菌	5/21	0	0	0	0	2	484	0	0	0	39	0	0	0	3	0	0	0	1	0	0	0
Bacteria	Sphingomonas wittichii	维氏鞘氨醇单胞菌	5/21	16	10	0	0	28	0	0	1	0	471	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Streptococcus agalactiae	无乳链球菌	5/21	0	0	0	0	0	487	0	0	0	2	0	0	0	8	0	0	12	3	0	0	0
Bacteria	Pseudomonas profundi	假单胞菌属*	6/21	18	2	0	116	57	0	0	0	0	308	0	0	0	0	0	7	0	0	0	0	0
Bacteria	Citrobacter freundii	弗劳地枸橼酸杆菌	6/21	3	0	0	35	1	0	0	0	0	454	0	0	0	0	13	2	0	0	0	0	0
Eukaryota:Fungi	Malassezia restricta	限制性马拉色菌	13/21	107	5	0	67	151	0	2	2	0	133	2	3	0	0	3	21	1	0	0	1	0
Bacteria	Pseudomonas saponiphila	嗜皂假单胞菌	1/21	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0
Eukaryota:Fungi	Rhizopus oryzae	少根根霉	17/21	17	38	16	34	56	42	6	20	9	105	17	0	0	9	13	29	13	60	0	4	0
Bacteria	Methylobacterium gnaphalii	甲基杆菌属*	1/21	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Neisseria lactamica	乳糖奈瑟氏球菌	4/21	0	0	0	0	0	415	0	0	0	2	0	0	0	50	0	0	0	4	0	0	0
Bacteria	Pseudomonas rhizosphaerae	球状根假单胞菌	4/21	0	0	0	176	63	0	0	0	0	221	0	0	0	0	0	10	0	0	0	0	0
Bacteria	Comamonas terrae	丛毛单胞菌属*	3/21	0	0	0	65	61	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylobacterium frigidaeris	甲基杆菌属*	7/21	8	8	0	32	16	0	0	0	0	381	0	0	0	0	5	15	0	0	0	0	0
Bacteria	Pseudomonas coleopterorum	假单胞菌属*	3/21	0	0	0	200	57	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Streptococcus peroris	泛口腔链球菌	1/21	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Brevundimonas vesicularis	泡囊短波单胞菌	7/21	9	3	0	40	64	0	0	0	0	329	0	0	0	0	2	13	0	0	0	0	0
Bacteria	Sphingomonas insulae	岛鞘氨醇单胞菌	11/21	39	0	2	92	46	0	0	1	0	230	0	0	1	1	7	31	0	0	0	0	4
Bacteria	Sphingomonas leidyi	鞘氨醇单胞菌属*	7/21	25	23	0	82	50	0	0	0	0	251	0	0	0	0	8	13	0	0	0	0	0
Bacteria	Pseudomonas oleovorans	类产碱假单胞菌	6/21	11	3	0	104	62	0	0	0	0	262	0	0	0	0	0	4	0	0	0	0	0
Bacteria	Sphingomonas solaris	鞘氨醇单胞菌属*	6/21	30	14	0	100	49	0	0	0	0	230	0	0	0	0	0	23	0	0	0	0	0
Eukaryota:Fungi	Candida parapsilosis	近平滑念珠菌	3/21	0	0	0	1	0	0	0	435	0	5	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Prevotella scopos	靶心普雷沃菌	5/21	0	0	0	0	2	326	0	0	0	2	0	0	0	24	0	0	84	0	0	0	0
Bacteria	Sphingomonas elodea	埃洛多鞘氨醇单胞菌	8/21	0	25	0	100	45	0	0	0	0	242	1	0	0	0	0	20	0	0	0	1	2
Bacteria	Methylobacterium tarhaniae	甲基杆菌属*	7/21	0	7	0	48	12	1	0	0	0	349	0	0	0	0	7	11	0	0	0	0	0
Bacteria	Comamonas terrigena	土生丛毛单胞菌	5/21	17	7	0	55	73	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Methylorubrum rhodesianum	-	7/21	4	3	0	14	9	0	0	0	0	401	0	0	0	0	1	0	0	0	0	1	0
Bacteria	Pseudomonas capeferrum	假单胞菌属*	2/21	0	0	0	176	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas cuatrocienegasensis	假单胞菌属*	5/21	0	1	0	157	60	0	0	0	0	202	0	0	0	0	0	9	0	0	0	0	0
Bacteria	Schaalia cardiffensis	-	5/21	0	0	0	0	0	416	0	0	0	3	0	0	0	3	0	0	5	1	0	0	0
Bacteria	Streptococcus chosunense	链球菌属*	1/21	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Schaalia georgiae	-	2/21	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Bacteria	Salmonella enterica	肠沙门菌亚利桑那亚种	7/21	27	0	0	87	60	16	0	0	14	210	0	0	0	0	5	0	0	0	0	0	0
Bacteria	Cutibacterium granulosum	颗粒表皮杆菌	7/21	4	1	0	21	17	0	0	0	0	374	0	0	0	0	1	1	0	0	0	0	0
Bacteria	Pseudomonas taiwanensis	台湾假单胞菌	4/21	0	0	0	139	66	0	0	0	0	210	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas palmae	鞘氨醇单胞菌属*	9/21	22	18	0	73	58	0	0	0	0	208	0	0	0	0	5	20	0	0	0	1	2
Bacteria	Sphingomonas gellani	鞘氨醇单胞菌属*	5/21	34	0	0	94	42	0	0	0	0	216	0	0	0	0	0	17	0	0	0	0	0
Bacteria	Porphyromonas endodontalis	牙髓卟啉单胞菌	4/21	0	0	0	0	0	354	0	0	0	7	0	0	0	20	0	0	17	0	0	0	0
Bacteria	Streptococcus sobrinus	表兄链球菌	1/21	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas granadensis	石榴假单胞菌	2/21	0	0	0	293	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Clostridium indicum	芽胞梭菌属*	8/21	0	5	0	130	8	118	0	2	0	119	0	0	0	0	6	5	0	0	0	0	0
Eukaryota:Fungi	Cladosporium cladosporioides	枝孢样枝孢霉	3/21	0	0	0	311	3	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0
Eukaryota:Fungi	Aspergillus ruber	赤曲霉	4/21	0	17	0	301	52	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas resinovorans	食树脂假单胞菌	3/21	0	3	0	256	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Comamonas koreensis	丛毛单胞菌属*	5/21	18	7	0	35	59	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Sphingomonas rubra	鞘氨醇单胞菌属*	6/21	31	21	0	95	45	0	0	0	0	153	0	0	0	0	0	19	0	0	0	0	0
Bacteria	Sphingomonas jejuensis	鞘氨醇单胞菌属*	7/21	21	10	0	90	49	0	0	0	0	175	0	0	1	0	0	17	0	0	0	0	0
Bacteria	Sphingomonas ginsenosidivorax	鞘氨醇单胞菌属*	6/21	27	20	0	84	47	0	0	0	0	184	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas floridensis	假单胞菌属*	2/21	0	0	0	0	68	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas indica	印度假单胞菌	5/21	14	0	0	100	34	0	0	0	0	201	0	0	0	0	0	8	0	0	0	0	0
Bacteria	Pseudomonas saudimassiliensis	假单胞菌	7/21	6	0	0	95	40	0	0	0	0	206	0	0	0	0	5	4	0	1	0	0	0
Bacteria	Comamonas phosphati	丛毛单胞菌属*	3/21	15	0	0	0	59	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Mycobacterium tuberculosis complex	结核分枝杆菌复合群	8/21	0	0	0	2	3	8	107	0	2	6	1	0	0	0	0	0	0	227	0	0	0
Bacteria	Pseudomonas lutea	藤黄假单胞菌	3/21	0	0	0	250	88	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
Bacteria	Actinomyces dentalis	齿放线菌	6/21	2	0	0	0	3	302	0	0	0	32	0	0	0	8	0	0	0	5	0	0	0
Bacteria	Sphingomonas aerolata	气生鞘氨醇单胞菌	6/21	0	24	0	90	27	0	0	0	0	183	0	0	0	0	0	25	0	0	0	0	2
Bacteria	Candidatus Pseudomonas adelgestsugas	-	5/21	13	0	0	95	50	0	0	0	0	185	0	0	0	0	0	6	0	0	0	0	0
Bacteria	Sphingomonas endophytica	鞘氨醇单胞菌属*	5/21	24	0	0	55	35	0	0	0	0	206	0	0	0	0	0	27	0	0	0	0	0
Bacteria	Brevundimonas diminuta	缺陷短波单胞菌	5/21	18	0	0	143	22	0	0	0	0	156	0	0	0	0	0	7	0	0	0	0	0
Bacteria	Pseudomonas amygdali	扁桃假单胞菌	5/21	11	0	0	115	53	0	0	0	0	160	0	0	0	0	0	5	0	0	0	0	0
Bacteria	Alteribacter natronophilus	芽胞杆菌属*	1/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0
Bacteria	Pseudomonas pelagia	海假单胞菌	4/21	9	0	0	112	36	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonas lalkuanensis	假单胞菌属*	3/21	0	0	0	119	0	0	0	0	0	208	0	0	0	0	0	8	0	0	0	0	0
Bacteria	Ralstonia insidiosa	危险罗尔斯顿菌	8/21	14	6	0	56	30	0	0	2	0	208	0	1	0	0	0	18	0	0	0	0	0
Bacteria	Delftia tsuruhatensis	代尔夫特菌属菌	7/21	8	1	0	19	13	0	0	0	0	282	0	0	0	0	2	7	0	0	0	0	0
Bacteria	Prevotella nigrescens	黑色普氏菌	5/21	0	0	0	1	0	169	0	0	0	0	0	0	0	62	0	0	84	1	0	0	0
Bacteria	Mycolicibacterium moriokaense	-	1/21	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Staphylococcus capitis	头状葡萄球菌	9/21	34	17	0	18	22	2	0	2	0	202	0	0	0	0	1	11	0	0	0	0	0
Bacteria	Veillonella infantium	韦荣菌属*	5/21	0	0	0	0	0	294	2	0	0	3	0	0	0	4	0	0	0	4	0	0	0
Bacteria	Prevotella maculosa	小斑点普雷沃氏菌	5/21	1	0	0	0	0	48	0	0	0	95	0	0	0	15	0	0	144	0	0	0	0
